Üniversite  ,Program Adı Öğretim Süresi,Şehir,2021,Bölüm
MARMARA ÜNİVERSİTESİ Bankacılık ve Sigortacılık Yüksekokulu  ,Aktüerya Bilimleri (Yüksekokul) (4 Yıllık),İSTANBUL,352179,SAY
SELÇUK ÜNİVERSİTESİ Mimarlık ve Tasarım Fakültesi  ,İç Mimarlık (İÖ) (4 Yıllık),KONYA,353093,SAY
PAMUKKALE ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Biyoloji (4 Yıllık),DENİZLİ,353246,SAY
MUNZUR ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Beslenme ve Diyetetik (Fakülte) (4 Yıllık),TUNCELİ,353354,SAY
ERCİYES ÜNİVERSİTESİ Fen Fakültesi  ,Matematik (4 Yıllık),KAYSERİ,353502,SAY
SAĞLIK BİLİMLERİ ÜNİVERSİTESİ Hamidiye Sağlık Bilimleri Fakültesi  ,Odyoloji (Fakülte) (4 Yıllık),İSTANBUL,353695,SAY
ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ Polatlı Fen-Edebiyat Fakültesi  ,Kimya (4 Yıllık),ANKARA,354460,SAY
İNÖNÜ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (4 Yıllık),MALATYA,354765,SAY
ZONGULDAK BÜLENT ECEVİT ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Moleküler Biyoloji ve Genetik (4 Yıllık),ZONGULDAK,355503,SAY
ESKİŞEHİR TEKNİK ÜNİVERSİTESİ Fen Fakültesi  ,Biyoloji (4 Yıllık),ESKİŞEHİR,356371,SAY
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Fen ve Edebiyat Fakültesi  ,Biyoloji (4 Yıllık),ÇANAKKALE,356460,SAY
DİCLE ÜNİVERSİTESİ Fen Fakültesi  ,Matematik (4 Yıllık),DİYARBAKIR,356477,SAY
AKDENİZ ÜNİVERSİTESİ Ziraat Fakültesi  ,Tarla Bitkileri (4 Yıllık),ANTALYA,356799,SAY
BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ Ziraat Fakültesi  ,Bitki Koruma (4 Yıllık),BOLU,357466,SAY
MUĞLA SITKI KOÇMAN ÜNİVERSİTESİ Fen Fakültesi  ,İstatistik (4 Yıllık),MUĞLA,357628,SAY
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Fen ve Edebiyat Fakültesi  ,İstatistik (4 Yıllık),ÇANAKKALE,358132,SAY
MERSİN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Kimya (4 Yıllık),MERSİN,358835,SAY
AYDIN ADNAN MENDERES ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Kimya (4 Yıllık),AYDIN,358956,SAY
OSMANİYE KORKUT ATA ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (4 Yıllık),OSMANİYE,358976,SAY
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Fen ve Edebiyat Fakültesi  ,Uzay Bilimleri ve Teknolojileri (4 Yıllık),ÇANAKKALE,359591,SAY
AKDENİZ ÜNİVERSİTESİ Fen Fakültesi  ,Fizik (4 Yıllık),ANTALYA,360307,SAY
FIRAT ÜNİVERSİTESİ Fen Fakültesi  ,Matematik (4 Yıllık),ELAZIĞ,360406,SAY
KARADENİZ TEKNİK ÜNİVERSİTESİ Fen Fakültesi  ,Kimya (4 Yıllık),TRABZON,360448,SAY
DOKUZ EYLÜL ÜNİVERSİTESİ Fen Fakültesi  ,Fizik (4 Yıllık),İZMİR,360706,SAY
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ Bucak Zeliha Tolunay Uygulamalı Teknoloji ve İşletmecilik Yüksekokulu  ,Bilişim Sistemleri ve Teknolojileri (Yüksekokul) (4 Yıllık),BURDUR,360918,SAY
MANİSA CELÂL BAYAR ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Kimya (4 Yıllık),MANİSA,361076,SAY
İZMİR DEMOKRASİ ÜNİVERSİTESİ Mimarlık Fakültesi  ,Peyzaj Mimarlığı (4 Yıllık),İZMİR,361423,SAY
BURSA ULUDAĞ ÜNİVERSİTESİ Ziraat Fakültesi  ,Biyosistem Mühendisliği (4 Yıllık),BURSA,361468,SAY
ANKARA ÜNİVERSİTESİ Ziraat Fakültesi  ,Tarla Bitkileri (4 Yıllık),ANKARA,361837,SAY
GAZİ ÜNİVERSİTESİ Uygulamalı Bilimler Fakültesi  ,Fotonik (4 Yıllık),ANKARA,362674,SAY
GEBZE TEKNİK ÜNİVERSİTESİ Mimarlık Fakültesi  ,Şehir ve Bölge Planlama (4 Yıllık),KOCAELİ,363073,SAY
İSTANBUL ÜNİVERSİTESİ Su Bilimleri Fakültesi  ,Su Bilimleri ve Mühendisliği (4 Yıllık),İSTANBUL,363107,SAY
BALIKESİR ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Kimya (4 Yıllık),BALIKESİR,363240,SAY
ANKARA ÜNİVERSİTESİ Ziraat Fakültesi  ,Tarım Makineleri ve Teknolojileri Mühendisliği (4 Yıllık),ANKARA,363462,SAY
TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ Ziraat Fakültesi  ,Bitki Koruma (4 Yıllık),TEKİRDAĞ,363573,SAY
TRAKYA ÜNİVERSİTESİ Fen Fakültesi  ,Kimya (4 Yıllık),EDİRNE,364009,SAY
SELÇUK ÜNİVERSİTESİ Fen Fakültesi  ,Kimya (4 Yıllık),KONYA,364542,SAY
ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ Ziraat Fakültesi  ,Bahçe Bitkileri (4 Yıllık),ESKİŞEHİR,365485,SAY
ONDOKUZ MAYIS ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Kimya (4 Yıllık),SAMSUN,365669,SAY
HATAY MUSTAFA KEMAL ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (4 Yıllık),HATAY,365779,SAY
ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ Polatlı Fen-Edebiyat Fakültesi  ,Biyoloji (4 Yıllık),ANKARA,365913,SAY
ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ Mimarlık ve Tasarım Fakültesi  ,Peyzaj Mimarlığı (4 Yıllık),ÇANAKKALE,365920,SAY
UŞAK ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (4 Yıllık),UŞAK,366140,SAY
TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Kimya (4 Yıllık),TEKİRDAĞ,366531,SAY
IĞDIR ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Fizyoterapi ve Rehabilitasyon (Fakülte) (4 Yıllık),IĞDIR,367316,SAY
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ Orman Fakültesi  ,Orman Mühendisliği (4 Yıllık),KAHRAMANMARAŞ,367530,SAY
TRAKYA ÜNİVERSİTESİ Fen Fakültesi  ,Matematik (4 Yıllık),EDİRNE,367965,SAY
EGE ÜNİVERSİTESİ Ziraat Fakültesi  ,Toprak Bilimi ve Bitki Besleme (4 Yıllık),İZMİR,368715,SAY
NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ Tarım Bilimleri ve Teknolojileri Fakültesi  ,Tarımsal Genetik Mühendisliği (İngilizce) (4 Yıllık),NİĞDE,368785,SAY
KOCAELİ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Biyoloji (4 Yıllık),KOCAELİ,368979,SAY
BİTLİS EREN ÜNİVERSİTESİ Sağlık Yüksekokulu  ,Beslenme ve Diyetetik (Yüksekokul) (4 Yıllık),BİTLİS,369146,SAY
UŞAK ÜNİVERSİTESİ Ziraat Fakültesi  ,Bitki Koruma (4 Yıllık),UŞAK,369177,SAY
BOLU ABANT İZZET BAYSAL ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Kimya (İngilizce) (4 Yıllık),BOLU,369312,SAY
KARADENİZ TEKNİK ÜNİVERSİTESİ Orman Fakültesi  ,Orman Mühendisliği (4 Yıllık),TRABZON,369512,SAY
BURSA ULUDAĞ ÜNİVERSİTESİ Ziraat Fakültesi  ,Bahçe Bitkileri (4 Yıllık),BURSA,370056,SAY
ATATÜRK ÜNİVERSİTESİ Fen Fakültesi  ,Moleküler Biyoloji ve Genetik (4 Yıllık),ERZURUM,370060,SAY
SAKARYA ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Biyoloji (4 Yıllık),SAKARYA,370105,SAY
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (4 Yıllık),BURDUR,370824,SAY
MANİSA CELÂL BAYAR ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Biyoloji (4 Yıllık),MANİSA,371232,SAY
DÜZCE ÜNİVERSİTESİ Orman Fakültesi  ,Orman Mühendisliği (4 Yıllık),DÜZCE,371929,SAY
TEKİRDAĞ NAMIK KEMAL ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (4 Yıllık),TEKİRDAĞ,372225,SAY
SÜLEYMAN DEMİREL ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Kimya (4 Yıllık),ISPARTA,372296,SAY
KAHRAMANMARAŞ SÜTÇÜ İMAM ÜNİVERSİTESİ Ziraat Fakültesi  ,Bitki Koruma (4 Yıllık),KAHRAMANMARAŞ,373592,SAY
UŞAK ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Moleküler Biyoloji ve Genetik (4 Yıllık),UŞAK,373898,SAY
AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ Sağlık Yüksekokulu  ,Beslenme ve Diyetetik (Yüksekokul) (4 Yıllık),AĞRI,374301,SAY
ADIYAMAN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (4 Yıllık),ADIYAMAN,374681,SAY
KARADENİZ TEKNİK ÜNİVERSİTESİ Orman Fakültesi  ,Peyzaj Mimarlığı (4 Yıllık),TRABZON,374687,SAY
AKDENİZ ÜNİVERSİTESİ Mimarlık Fakültesi  ,Şehir ve Bölge Planlama (4 Yıllık),ANTALYA,374835,SAY
İSTANBUL ÜNİVERSİTESİ-CERRAHPAŞA Orman Fakültesi  ,Orman Endüstrisi Mühendisliği (4 Yıllık),İSTANBUL,374986,SAY
KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (4 Yıllık),KÜTAHYA,375112,SAY
ONDOKUZ MAYIS ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,İstatistik (4 Yıllık),SAMSUN,375584,SAY
GAZİANTEP ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Kimya (4 Yıllık),GAZİANTEP,375716,SAY
AYDIN ADNAN MENDERES ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Biyoloji (4 Yıllık),AYDIN,376170,SAY
KIRIKKALE ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (4 Yıllık),KIRIKKALE,377079,SAY
BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ Ziraat ve Doğa Bilimleri Fakültesi  ,Ziraat Mühendisliği Programları (4 Yıllık),BİLECİK,377148,SAY
GAZİ ÜNİVERSİTESİ Teknoloji Fakültesi  ,Ağaç İşleri Endüstri Mühendisliği (4 Yıllık),ANKARA,377515,SAY
ONDOKUZ MAYIS ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Biyoloji (4 Yıllık),SAMSUN,378234,SAY
ANKARA ÜNİVERSİTESİ Uygulamalı Bilimler Fakültesi  ,Aktüerya Bilimleri (Fakülte) (4 Yıllık),ANKARA,378326,SAY
IĞDIR ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Beslenme ve Diyetetik (Fakülte) (4 Yıllık),IĞDIR,378375,SAY
ERCİYES ÜNİVERSİTESİ Fen Fakültesi  ,Kimya (4 Yıllık),KAYSERİ,379497,SAY
NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Moleküler Biyoloji ve Genetik (4 Yıllık),NEVŞEHİR,379570,SAY
DÜZCE ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (4 Yıllık),DÜZCE,379683,SAY
BURDUR MEHMET AKİF ERSOY ÜNİVERSİTESİ Gölhisar Uygulamalı Bilimler Yüksekokulu  ,Bilişim Sistemleri ve Teknolojileri (Yüksekokul) (4 Yıllık),BURDUR,380036,SAY
ATATÜRK ÜNİVERSİTESİ Fen Fakültesi  ,Matematik (4 Yıllık),ERZURUM,380105,SAY
SELÇUK ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Acil Yardım ve Afet Yönetimi (Fakülte) (4 Yıllık),KONYA,380220,SAY
DİCLE ÜNİVERSİTESİ Ziraat Fakültesi  ,Bitki Koruma (4 Yıllık),DİYARBAKIR,380277,SAY
ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Fizik (4 Yıllık),ESKİŞEHİR,380338,SAY
ATATÜRK ÜNİVERSİTESİ Uygulamalı Bilimler Fakültesi  ,Bilişim Sistemleri ve Teknolojileri (Fakülte) (4 Yıllık),ERZURUM,381009,SAY
DİCLE ÜNİVERSİTESİ Fen Fakültesi  ,Moleküler Biyoloji ve Genetik (4 Yıllık),DİYARBAKIR,381125,SAY
KASTAMONU ÜNİVERSİTESİ Orman Fakültesi  ,Orman Mühendisliği (4 Yıllık),KASTAMONU,381135,SAY
AFYON KOCATEPE ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (4 Yıllık),AFYONKARAHİSAR,381138,SAY
TRAKYA ÜNİVERSİTESİ Fen Fakültesi  ,Biyoloji (4 Yıllık),EDİRNE,382281,SAY
SELÇUK ÜNİVERSİTESİ Fen Fakültesi  ,Biyoteknoloji (4 Yıllık),KONYA,382413,SAY
BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Moleküler Biyoloji ve Genetik (4 Yıllık),BİLECİK,382738,SAY
BAYBURT ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Beslenme ve Diyetetik (Fakülte) (İÖ) (4 Yıllık),BAYBURT,382878,SAY
SİVAS CUMHURİYET ÜNİVERSİTESİ Fen Fakültesi  ,İstatistik ve Bilgisayar Bilimleri (4 Yıllık),SİVAS,383032,SAY
ESKİŞEHİR TEKNİK ÜNİVERSİTESİ Fen Fakültesi  ,Fizik (4 Yıllık),ESKİŞEHİR,383069,SAY
SAĞLIK BİLİMLERİ ÜNİVERSİTESİ Gülhane Sağlık Bilimleri Fakültesi  ,Odyoloji (Fakülte) (Ankara) (4 Yıllık),ANKARA,383270,SAY
ORDU ÜNİVERSİTESİ Ziraat Fakültesi  ,Bitki Koruma (4 Yıllık),ORDU,383490,SAY
AKDENİZ ÜNİVERSİTESİ Ziraat Fakültesi  ,Tarım Makineleri ve Teknolojileri Mühendisliği (4 Yıllık),ANTALYA,383841,SAY
SELÇUK ÜNİVERSİTESİ Ziraat Fakültesi  ,Tarla Bitkileri (4 Yıllık),KONYA,384327,SAY
NEVŞEHİR HACI BEKTAŞ VELİ ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (4 Yıllık),NEVŞEHİR,384344,SAY
VAN YÜZÜNCÜ YIL ÜNİVERSİTESİ Fen Fakültesi  ,Matematik (4 Yıllık),VAN,384350,SAY
DÜZCE ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Kimya (4 Yıllık),DÜZCE,384390,SAY
NİĞDE ÖMER HALİSDEMİR ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (4 Yıllık),NİĞDE,385473,SAY
KÜTAHYA DUMLUPINAR ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Kimya (4 Yıllık),KÜTAHYA,385564,SAY
HATAY MUSTAFA KEMAL ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Acil Yardım ve Afet Yönetimi (Fakülte) (4 Yıllık),HATAY,386515,SAY
KARABÜK ÜNİVERSİTESİ Orman Fakültesi  ,Orman Mühendisliği (4 Yıllık),KARABÜK,387728,SAY
BALIKESİR ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Biyoloji (4 Yıllık),BALIKESİR,389704,SAY
SAĞLIK BİLİMLERİ ÜNİVERSİTESİ Hamidiye Sağlık Bilimleri Fakültesi  ,İş Sağlığı ve Güvenliği (Fakülte) (4 Yıllık),İSTANBUL,390047,SAY
ABDULLAH GÜL ÜNİVERSİTESİ Mühendislik Fakültesi  ,İnşaat Mühendisliği (İngilizce) (4 Yıllık),KAYSERİ,Dolmadı,SAY
ABDULLAH GÜL ÜNİVERSİTESİ Yaşam ve Doğa Bilimleri Fakültesi  ,Moleküler Biyoloji ve Genetik (İngilizce) (KKTC Uyruklu) (4 Yıllık),KAYSERİ,Dolmadı,SAY
ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ Mühendislik Fakültesi  ,Biyomühendislik (İngilizce) (4 Yıllık),ADANA,Dolmadı,SAY
ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ Mühendislik Fakültesi  ,Enerji Sistemleri Mühendisliği (İngilizce) (4 Yıllık),ADANA,Dolmadı,SAY
ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ Mühendislik Fakültesi  ,Gıda Mühendisliği (4 Yıllık),ADANA,Dolmadı,SAY
ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ Havacılık ve Uzay Bilimleri Fakültesi  ,Havacılık ve Uzay Mühendisliği (İngilizce) (KKTC Uyruklu) (4 Yıllık),ADANA,Dolmadı,SAY
ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ Mühendislik Fakültesi  ,İnşaat Mühendisliği (İngilizce) (4 Yıllık),ADANA,Dolmadı,SAY
ADANA ALPARSLAN TÜRKEŞ BİLİM VE TEKNOLOJİ ÜNİVERSİTESİ Mimarlık ve Tasarım Fakültesi  ,Mimarlık (4 Yıllık),ADANA,Dolmadı,SAY
ADIYAMAN ÜNİVERSİTESİ Ziraat Fakültesi (Kahta)  ,Bitki Koruma (4 Yıllık),ADIYAMAN,Dolmadı,SAY
ADIYAMAN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Biyoloji (4 Yıllık),ADIYAMAN,Dolmadı,SAY
ADIYAMAN ÜNİVERSİTESİ Mühendislik Fakültesi  ,Elektrik-Elektronik Mühendisliği (4 Yıllık),ADIYAMAN,Dolmadı,SAY
ADIYAMAN ÜNİVERSİTESİ Mühendislik Fakültesi  ,İnşaat Mühendisliği (4 Yıllık),ADIYAMAN,Dolmadı,SAY
ADIYAMAN ÜNİVERSİTESİ Mühendislik Fakültesi  ,Makine Mühendisliği (4 Yıllık),ADIYAMAN,Dolmadı,SAY
ADIYAMAN ÜNİVERSİTESİ Mühendislik Fakültesi  ,Tekstil Mühendisliği (4 Yıllık),ADIYAMAN,Dolmadı,SAY
AFYON KOCATEPE ÜNİVERSİTESİ Mühendislik Fakültesi  ,Biyomedikal Mühendisliği (4 Yıllık),AFYONKARAHİSAR,Dolmadı,SAY
AFYON KOCATEPE ÜNİVERSİTESİ Mühendislik Fakültesi  ,Biyomedikal Mühendisliği (KKTC Uyruklu) (4 Yıllık),AFYONKARAHİSAR,Dolmadı,SAY
AFYON KOCATEPE ÜNİVERSİTESİ Mühendislik Fakültesi  ,Elektrik Mühendisliği (4 Yıllık),AFYONKARAHİSAR,Dolmadı,SAY
AFYON KOCATEPE ÜNİVERSİTESİ Teknoloji Fakültesi  ,Elektrik-Elektronik Mühendisliği (M.T.O.K.) (M.T.O.K.) (4 Yıllık),AFYONKARAHİSAR,Dolmadı,SAY
AFYON KOCATEPE ÜNİVERSİTESİ Dinar Uygulamalı Bilimler Yüksekokulu  ,Endüstriyel Tasarım (Yüksekokul) (4 Yıllık),AFYONKARAHİSAR,Dolmadı,SAY
AFYON KOCATEPE ÜNİVERSİTESİ Mühendislik Fakültesi  ,Gıda Mühendisliği (4 Yıllık),AFYONKARAHİSAR,Dolmadı,SAY
AFYON KOCATEPE ÜNİVERSİTESİ Mühendislik Fakültesi  ,İnşaat Mühendisliği (4 Yıllık),AFYONKARAHİSAR,Dolmadı,SAY
AFYON KOCATEPE ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Kimya (4 Yıllık),AFYONKARAHİSAR,Dolmadı,SAY
AFYON KOCATEPE ÜNİVERSİTESİ Mühendislik Fakültesi  ,Kimya Mühendisliği (4 Yıllık),AFYONKARAHİSAR,Dolmadı,SAY
AFYON KOCATEPE ÜNİVERSİTESİ Mühendislik Fakültesi  ,Maden Mühendisliği (4 Yıllık),AFYONKARAHİSAR,Dolmadı,SAY
AFYON KOCATEPE ÜNİVERSİTESİ Teknoloji Fakültesi  ,Makine Mühendisliği (4 Yıllık),AFYONKARAHİSAR,Dolmadı,SAY
AFYON KOCATEPE ÜNİVERSİTESİ Teknoloji Fakültesi  ,Mekatronik Mühendisliği (4 Yıllık),AFYONKARAHİSAR,Dolmadı,SAY
AFYON KOCATEPE ÜNİVERSİTESİ Teknoloji Fakültesi  ,Otomotiv Mühendisliği (4 Yıllık),AFYONKARAHİSAR,Dolmadı,SAY
AFYON KOCATEPE ÜNİVERSİTESİ Veteriner Fakültesi (KKTC Uyruklu)  ,Veterinerlik (KKTC Uyruklu) (5 Yıllık),AFYONKARAHİSAR,Dolmadı,SAY
AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ Sağlık Yüksekokulu  ,Beslenme ve Diyetetik (Yüksekokul) (İÖ) (4 Yıllık),AĞRI,Dolmadı,SAY
AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (4 Yıllık),AĞRI,Dolmadı,SAY
AĞRI İBRAHİM ÇEÇEN ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Moleküler Biyoloji ve Genetik (4 Yıllık),AĞRI,Dolmadı,SAY
AKDENİZ ÜNİVERSİTESİ Mühendislik Fakültesi  ,Çevre Mühendisliği (4 Yıllık),ANTALYA,Dolmadı,SAY
AKDENİZ ÜNİVERSİTESİ Mühendislik Fakültesi  ,Elektrik-Elektronik Mühendisliği (KKTC Uyruklu) (4 Yıllık),ANTALYA,Dolmadı,SAY
AKDENİZ ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Gerontoloji (4 Yıllık),ANTALYA,Dolmadı,SAY
AKDENİZ ÜNİVERSİTESİ Mühendislik Fakültesi  ,Jeoloji Mühendisliği (4 Yıllık),ANTALYA,Dolmadı,SAY
AKDENİZ ÜNİVERSİTESİ Su Ürünleri Fakültesi  ,Su Ürünleri Mühendisliği (4 Yıllık),ANTALYA,Dolmadı,SAY
AKDENİZ ÜNİVERSİTESİ Ziraat Fakültesi  ,Tarımsal Biyoteknoloji (4 Yıllık),ANTALYA,Dolmadı,SAY
AKDENİZ ÜNİVERSİTESİ Ziraat Fakültesi  ,Tarımsal Yapılar ve Sulama (4 Yıllık),ANTALYA,Dolmadı,SAY
AKDENİZ ÜNİVERSİTESİ Ziraat Fakültesi  ,Toprak Bilimi ve Bitki Besleme (4 Yıllık),ANTALYA,Dolmadı,SAY
AKDENİZ ÜNİVERSİTESİ Ziraat Fakültesi  ,Zootekni (4 Yıllık),ANTALYA,Dolmadı,SAY
AKSARAY ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Acil Yardım ve Afet Yönetimi (Fakülte) (4 Yıllık),AKSARAY,Dolmadı,SAY
AKSARAY ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Biyoloji (4 Yıllık),AKSARAY,Dolmadı,SAY
AKSARAY ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Biyoteknoloji (4 Yıllık),AKSARAY,Dolmadı,SAY
AKSARAY ÜNİVERSİTESİ Mühendislik Fakültesi  ,Elektrik-Elektronik Mühendisliği (4 Yıllık),AKSARAY,Dolmadı,SAY
AKSARAY ÜNİVERSİTESİ Mühendislik Fakültesi  ,Endüstri Mühendisliği (4 Yıllık),AKSARAY,Dolmadı,SAY
AKSARAY ÜNİVERSİTESİ Mühendislik Fakültesi  ,Makine Mühendisliği (4 Yıllık),AKSARAY,Dolmadı,SAY
AKSARAY ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (4 Yıllık),AKSARAY,Dolmadı,SAY
AKSARAY ÜNİVERSİTESİ Mimarlık ve Tasarım Fakültesi  ,Mimarlık (4 Yıllık),AKSARAY,Dolmadı,SAY
ALANYA ALAADDİN KEYKUBAT ÜNİVERSİTESİ Rafet Kayış Mühendislik Fakültesi  ,Biyosistem Mühendisliği (4 Yıllık),ANTALYA,Dolmadı,SAY
ALANYA ALAADDİN KEYKUBAT ÜNİVERSİTESİ Rafet Kayış Mühendislik Fakültesi  ,Genetik ve Biyomühendislik (İngilizce) (4 Yıllık),ANTALYA,Dolmadı,SAY
ALANYA ALAADDİN KEYKUBAT ÜNİVERSİTESİ Rafet Kayış Mühendislik Fakültesi  ,Gıda Mühendisliği (İngilizce) (4 Yıllık),ANTALYA,Dolmadı,SAY
ALANYA ALAADDİN KEYKUBAT ÜNİVERSİTESİ Rafet Kayış Mühendislik Fakültesi  ,İnşaat Mühendisliği (4 Yıllık),ANTALYA,Dolmadı,SAY
AMASYA ÜNİVERSİTESİ Mühendislik-Mimarlık Fakültesi  ,Elektrik-Elektronik Mühendisliği (4 Yıllık),AMASYA,Dolmadı,SAY
AMASYA ÜNİVERSİTESİ Mimarlık Fakültesi  ,Kentsel Tasarım ve Peyzaj Mimarlığı (4 Yıllık),AMASYA,Dolmadı,SAY
AMASYA ÜNİVERSİTESİ Mühendislik-Mimarlık Fakültesi  ,Makine Mühendisliği (4 Yıllık),AMASYA,Dolmadı,SAY
AMASYA ÜNİVERSİTESİ Fen-Edebiyat Fakültesi  ,Matematik (4 Yıllık),AMASYA,Dolmadı,SAY
AMASYA ÜNİVERSİTESİ Mimarlık Fakültesi  ,Şehir ve Bölge Planlama (4 Yıllık),AMASYA,Dolmadı,SAY
ANADOLU ÜNİVERSİTESİ Eğitim Fakültesi  ,Bilgisayar ve Öğretim Teknolojileri Öğretmenliği (4 Yıllık),ESKİŞEHİR,Dolmadı,SAY
ANADOLU ÜNİVERSİTESİ Sağlık Bilimleri Fakültesi  ,Dil ve Konuşma Terapisi (Fakülte) (KKTC Uyruklu) (4 Yıllık),ESKİŞEHİR,Dolmadı,SAY
ANKARA HACI BAYRAM VELİ ÜNİVERSİTESİ Polatlı Fen-Edebiyat Fakültesi  ,Fizik (4 Yıllık),ANKARA,Dolmadı,SAY
ANKARA ÜNİVERSİTESİ Mühendislik Fakültesi  ,Jeofizik Mühendisliği (4 Yıllık),ANKARA,Dolmadı,SAY
ANKARA ÜNİVERSİTESİ Mühendislik Fakültesi  ,Jeofizik Mühendisliği (İngilizce) (4 Yıllık),ANKARA,Dolmadı,SAY
ANKARA ÜNİVERSİTESİ Mühendislik Fakültesi  ,Jeoloji Mühendisliği (İngilizce) (4 Yıllık),ANKARA,Dolmadı,SAY
ANKARA ÜNİVERSİTESİ Ziraat Fakültesi  ,Su Ürünleri Mühendisliği (İngilizce) (4 Yıllık),ANKARA,Dolmadı,SAY
